pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2025/9/24,91.9,0.28,5.96,"Vesia, Alex",672695,681911,walk,ball,,,,,12,Geraldo Perdomo walks. Ketel Marte to 2nd.,R,R,L,AZ,LAD,B,,,3,2,2025,0.5,1.75,1.48,2.96,,,606466,1,8,Bot,,,,,,,1.9717853204403764,-133.8119405,-5.598019488,5.5858785581088215,28.656990553227594,-10.13141897,3.55,1.69,,,,92.4,2375,6.6,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.95,,0.692527,0.7,1,0,0,,62,10,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,164,0.054,0.272,,,,-0.272,,-3,-3,0.084,0.084,29,25,29,26,1,3,,,,,0.94,0.5,-0.5,,,,,,
SL,2025/9/24,83.8,0.05,6.14,"Vesia, Alex",672695,681911,,foul,,,,,2,Geraldo Perdomo walks. Ketel Marte to 2nd.,R,R,L,AZ,LAD,S,,,3,2,2025,-0.5,0.3,0.08,3.05,,,606466,1,8,Bot,,,,,,,1.0524973198331806,-122.0932505,-1.380724243,-5.197454675,22.370747170395727,-29.11200552,3.55,1.69,167,65.8,24,84.2,2284,6.3,776193,666163,518692,500743,571771,605141,681624,669242,606192,54.2,,,,,,,,62,9,Slider,1,4,1,4,4,1,1,4,Standard,Standard,215,0,0,65.4,6.3,,0,88,-3,-3,0.084,0.084,29,25,29,26,1,3,,,,,2.92,-0.5,0.5,,-5.065525761,11.07230932309567,30.504251553552457,35.328074727066436,19.24296670344214
SI,2025/9/24,100.2,-1.79,5.7,"Henriquez, Edgardo",694374,683618,force_out,hit_into_play,,,,,8,"Tim Tawa grounds into a force out, fielded by second baseman Miguel Rojas. James McCann out at 2nd.",R,R,R,AZ,LAD,X,4,ground_ball,1,1,2025,-1.17,0.96,0.26,2.06,,672515,543510,2,8,Bot,134.29,146.96,,,,,8.543665884508256,-145.628584,-7.102760306,-18.58107305,31.03667771168281,-17.00652791,3.36,1.61,4,99.9,-27,101.8,2318,7,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.5,0.126,0.126,0,1,0,0,2,67,3,Sinker,4,4,4,4,4,4,4,4,Standard,Standard,218,-0.089,-0.255,73,7.1,0.143,0.255,99.9,0,0,0.589,0.589,23,26,23,26,1,3,,,,,1.3,1.17,1.17,,-0.358001797,15.283490781064717,31.37615772412646,39.607355280456375,19.13973199892435
FF,2025/9/24,95.1,1.93,6.56,"Snell, Blake",672515,605483,,called_strike,,,,,7,Gabriel Moreno out on a sacrifice fly to left fielder Andy Pages. Ketel Marte scores.,R,R,L,AZ,LAD,S,,,0,0,2025,0.18,1.59,-0.36,1.87,606466,,682998,1,1,Bot,,,,,,,-6.456615078,-138.0807138,-10.26460064,3.751194462,31.637907949682596,-9.720523666,3.32,1.52,,,,96,2440,7,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.53,,,,,,,,8,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,164,0,-0.04,,,,0.04,,-1,-1,0.509,0.509,32,25,33,25,1,0,,,,,0.95,0.18,-0.18,,,,,,
SI,2025/9/24,100.2,-1.84,5.77,"Henriquez, Edgardo",694374,683618,,foul,,,,,8,"Tim Tawa grounds into a force out, fielded by second baseman Miguel Rojas. James McCann out at 2nd.",R,R,R,AZ,LAD,S,,,1,0,2025,-1.09,1.12,0.25,1.84,,672515,543510,2,8,Bot,,,,,,,8.419172125447416,-145.5184176,-8.217713668,-17.45273939,33.37137367,-14.42561865,3.36,1.61,2,44.4,-47,101.1,2342,6.8,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.66,,,,,,,,67,2,Sinker,4,4,4,4,4,4,4,4,Standard,Standard,212,0,-0.055,69.9,7.4,,0.055,88,0,0,0.589,0.589,23,26,23,26,1,3,,,,,1.15,1.09,1.09,,13.427032375659406,11.047087420397999,30.37434247238858,39.61009456467606,18.814209525947906
FF,2025/9/24,96.3,1.96,6.65,"Snell, Blake",682998,605483,walk,ball,,,,,12,Corbin Carroll walks.,R,L,L,AZ,LAD,B,,,3,2,2025,0.33,1.39,0.69,4.79,606466,,,1,1,Bot,,,,,,,-4.157795139,-140.2528386,-2.546180507,5.287466734845759,32.39463195042117,-13.49966807,3.22,1.54,,,,97.2,2500,6.8,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.68,,0.692527,0.7,1,0,0,,7,6,4-Seam Fastball,0,1,0,1,1,0,0,1,Strategic,Standard,168,0.017,0.177,,,,-0.177,,-1,-1,0.492,0.492,32,24,33,25,1,0,,,,,1.07,0.33,0.33,,,,,,
FF,2025/9/24,92.8,0.08,5.95,"Vesia, Alex",672695,681911,,foul,,,,,5,Geraldo Perdomo walks. Ketel Marte to 2nd.,R,R,L,AZ,LAD,S,,,3,2,2025,0.46,1.61,-0.1,2.88,,,606466,1,8,Bot,,,,,,,-1.468716694,-135.0989064,-5.554254829,5.953577873336857,31.318641014119564,-11.54417892,3.55,1.69,133,81.9,77,92.8,2448,6.4,776193,666163,518692,500743,571771,605141,681624,669242,606192,54.12,,,,,,,,62,8,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,165,0,0,70.6,7.8,,0,88,-3,-3,0.084,0.084,29,25,29,26,1,3,,,,,1.05,0.46,-0.46,,21.37553066099406,-21.58733473,30.23224224938847,33.4798133,38.40192597696994
FF,2025/9/24,95.3,1.94,6.6,"Snell, Blake",682998,605483,,foul,,,,,14,Corbin Carroll walks.,R,L,L,AZ,LAD,S,,,3,1,2025,0.52,1.61,1.15,1.83,606466,,,1,1,Bot,,,,,,,-3.280358078,-138.4644493,-10.61703398,7.396600957492001,30.38319932596577,-9.362122623,3.22,1.54,132,60.6,66,96.3,2459,6.9,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.59,,,,,,,,7,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Strategic,Standard,157,0,-0.045,73.8,7.3,,0.045,88,-1,-1,0.492,0.492,32,24,33,25,1,0,,,,,0.91,0.52,0.52,,3.8932159104210595,-9.624044932,40.91501016573835,25.329454376163696,32.35385922888889
SL,2025/9/24,82.2,-1.67,6.05,"Henriquez, Edgardo",694374,683618,,ball,,,,,14,"Tim Tawa grounds into a force out, fielded by second baseman Miguel Rojas. James McCann out at 2nd.",R,R,R,AZ,LAD,B,,,0,0,2025,0.95,-0.79,0.61,1.41,,672515,543510,2,8,Bot,,,,,,,3.3700176758628713,-119.6128171,-2.387522124,8.338130541819282,24.80512292521867,-39.4638165,3.36,1.61,,,,82.7,2581,6.8,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.69,,,,,,,,67,1,Slider,4,4,4,4,4,4,4,4,Standard,Standard,47,0,0.026,,,,-0.026,,0,0,0.589,0.589,23,26,23,26,1,3,,,,,4.19,-0.95,-0.95,,,,,,
SL,2025/9/24,85.6,0.09,6.13,"Vesia, Alex",672695,681911,,foul,,,,,6,Geraldo Perdomo walks. Ketel Marte to 2nd.,R,R,L,AZ,LAD,S,,,3,2,2025,-0.56,0.49,0.29,2.72,,,606466,1,8,Bot,,,,,,,1.616147829509209,-124.7375038,-2.833084515,-6.16994381,23.912603203215546,-26.66073649,3.55,1.69,240,76.5,29,85.8,2253,6.2,776193,666163,518692,500743,571771,605141,681624,669242,606192,54.26,,,,,,,,62,7,Slider,1,4,1,4,4,1,1,4,Standard,Standard,206,0,0,66.9,6.3,,0,88,-3,-3,0.084,0.084,29,25,29,26,1,3,,,,,2.6,-0.56,0.56,,-5.300493436,13.755254475758754,30.885863024093037,38.24516235405011,22.547770785056045
FF,2025/9/24,90.8,1.63,5.93,"Kershaw, Clayton",606466,477132,field_out,hit_into_play,,,,,5,Ketel Marte flies out to center fielder Tommy Edman.,R,R,L,AZ,LAD,X,8,fly_ball,3,2,2025,-0.25,1.25,-0.25,2.42,,,,2,9,Bot,155.92,60.08,,,,,-4.187900169,-132.1716572,-5.621253178,-2.069157327,26.284287541599642,-16.50532735,3.63,1.73,352,95.5,26,91.5,2163,6.5,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.98,0.266,0.391,0,1,0,0,5,73,6,4-Seam Fastball,4,4,4,4,4,4,4,4,Strategic,Strategic,175,-0.033,-0.331,81.6,7.7,0.672,0.331,95.5,0,0,0.533,0.533,37,31,37,32,1,4,,,,,1.5,-0.25,0.25,,-0.428500831,-0.934004821,34.23849277030198,29.450902488574314,29.287320063037622
SL,2025/9/24,82.8,-1.68,6.02,"Henriquez, Edgardo",543510,683618,single,hit_into_play,,,,,6,James McCann singles on a line drive to left fielder Andy Pages. Gabriel Moreno to 2nd.,R,R,R,AZ,LAD,X,7,line_drive,2,1,2025,0.85,-0.75,0.57,2.21,,,672515,2,8,Bot,79.01,105.88,,,,,3.508426729879485,-120.5668666,-0.708146509,7.491984056358538,25.17020557,-39.50940689,3.47,1.54,284,100,16,83.2,2598,6.7,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.82,0.537,0.562,0.9,1,1,0,4,66,4,Slider,4,4,4,4,4,4,4,4,Standard,Standard,46,0.039,0.312,70.3,7.5,0.793,-0.312,100,0,0,0.55,0.55,23,35,23,35,1,3,,,,,4.09,-0.85,-0.85,,8.947804255382044,-9.989368615,30.234176716875623,43.48478225615149,43.83801822042993
FF,2025/9/24,92.6,0.26,6.04,"Vesia, Alex",672695,681911,,ball,,,,,12,Geraldo Perdomo walks. Ketel Marte to 2nd.,R,R,L,AZ,LAD,B,,,2,2,2025,0.46,1.83,2,2.86,,,606466,1,8,Bot,,,,,,,3.424130917,-134.6667544,-6.270858607,4.768592842610751,32.62107654539023,-8.757688028,3.55,1.69,,,,92.3,2500,6.4,776193,666163,518692,500743,571771,605141,681624,669242,606192,54.11,,,,,,,,62,6,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,160,0,0.097,,,,-0.097,,-3,-3,0.084,0.084,29,25,29,26,1,3,,,,,0.85,0.46,-0.46,,,,,,
FF,2025/9/24,95.9,2.07,6.58,"Snell, Blake",682998,605483,,ball,,,,,14,Corbin Carroll walks.,R,L,L,AZ,LAD,B,,,2,1,2025,0.39,1.51,1.04,1.56,606466,,,1,1,Bot,,,,,,,-3.631123923,-139.3210072,-11.18695582,5.844471026889675,30.442322540870766,-10.16841185,3.22,1.54,,,,96.9,2427,6.9,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.59,,,,,,,,7,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Strategic,Standard,162,0,0.047,,,,-0.047,,-1,-1,0.492,0.492,32,24,33,25,1,0,,,,,0.97,0.39,0.39,,,,,,
SL,2025/9/24,84.9,1.54,6,"Kershaw, Clayton",606466,477132,,called_strike,,,,,14,Ketel Marte flies out to center fielder Tommy Edman.,R,R,L,AZ,LAD,S,,,3,1,2025,-0.49,0.76,0.5,1.59,,,,2,9,Bot,,,,,,,-1.466821788,-123.5373181,-5.552469168,-4.737627973,24.67729249278647,-23.45237787,3.63,1.73,,,,85.3,2332,6.6,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.94,,,,,,,,73,5,Slider,4,4,4,4,4,4,4,4,Strategic,Strategic,228,0,-0.084,,,,0.084,,0,0,0.533,0.533,37,31,37,32,1,4,,,,,2.4,-0.49,0.49,,,,,,
FF,2025/9/24,99.5,-2.02,6.18,"Sasaki, Roki",545121,808963,strikeout,foul_tip,,,,,7,Ildemaro Vargas strikes out on a foul tip.,R,L,R,AZ,LAD,S,2,,3,2,2025,-0.92,1.21,-0.45,1.7,,,,2,7,Bot,,,,,,,6.54796512,-144.5586086,-9.854161173,-14.35003979,32.54336149206338,-13.08740069,3.36,1.57,,,,100.9,2171,7.1,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.42,,0,0,1,0,0,,54,6,4-Seam Fastball,1,3,1,3,3,1,1,3,Strategic,Standard,224,-0.015,-0.331,65.7,7.5,,0.331,,-2,-2,0.145,0.145,23,33,24,34,1,2,,,,,1.09,0.92,-0.92,,-3.867302949,0.8606283116238221,31.16691512094453,36.656763718180265,15.486917994101368
CH,2025/9/24,83.6,0.5,5.89,"Vesia, Alex",672695,681911,,foul,,,,,2,Geraldo Perdomo walks. Ketel Marte to 2nd.,R,R,L,AZ,LAD,S,,,2,2,2025,1.05,1.12,0.23,3.25,,,606466,1,8,Bot,,,,,,,-2.689497359,-121.7140432,-1.878112913,10.953689870949237,23.454647032006726,-20.91861372,3.55,1.69,198,71.3,54,83.8,1866,6.3,776193,666163,518692,500743,571771,605141,681624,669242,606192,54.16,,,,,,,,62,5,Changeup,1,4,1,4,4,1,1,4,Standard,Standard,137,0,0,62.1,5.9,,0,88,-3,-3,0.084,0.084,29,25,29,26,1,3,,,,,2.14,1.05,-1.05,,-2.161920697,16.414371271030294,27.79866134614966,37.95290963664993,20.177788560413344
SL,2025/9/24,81.2,-1.74,6.08,"Henriquez, Edgardo",543510,683618,,called_strike,,,,,2,James McCann singles on a line drive to left fielder Andy Pages. Gabriel Moreno to 2nd.,R,R,R,AZ,LAD,S,,,2,0,2025,0.93,-0.68,-0.18,2.9,,,672515,2,8,Bot,,,,,,,1.7059827800045095,-118.2848127,0.8384580707211071,8.346229413469745,24.011487078037405,-38.92853971,3.47,1.54,,,,81.6,2539,6.7,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.83,,,,,,,,66,3,Slider,4,4,4,4,4,4,4,4,Standard,Standard,53,0,-0.046,,,,0.046,,0,0,0.55,0.55,23,35,23,35,1,3,,,,,4.15,-0.93,-0.93,,,,,,
FS,2025/9/24,83.6,1.77,5.98,"Kershaw, Clayton",606466,477132,,ball,,,,,12,Ketel Marte flies out to center fielder Tommy Edman.,R,R,L,AZ,LAD,B,,,2,1,2025,0.7,0.74,0.92,2.85,,,,2,9,Bot,,,,,,,-3.376180474,-121.7465228,-2.273197685,7.650977647435439,23.775662869671695,-24.56214426,3.63,1.73,,,,84.3,1198,6.7,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.84,,,,,,,,73,4,Split-Finger,4,4,4,4,4,4,4,4,Strategic,Strategic,149,0,0.116,,,,-0.116,,0,0,0.533,0.533,37,31,37,32,1,4,,,,,2.51,0.7,-0.7,,,,,,
CH,2025/9/24,87.2,2.16,6.48,"Snell, Blake",682998,605483,,ball,,,,,14,Corbin Carroll walks.,R,L,L,AZ,LAD,B,,,1,1,2025,1.22,0.91,1.33,1.16,606466,,,1,1,Bot,,,,,,,-4.54794644,-126.7663672,-8.59205143,14.061970184499044,24.31964091200113,-20.80313995,3.22,1.54,,,,88.1,1697,6.8,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.73,,,,,,,,7,3,Changeup,0,1,0,1,1,0,0,1,Strategic,Standard,135,0,0.028,,,,-0.028,,-1,-1,0.492,0.492,32,24,33,25,1,0,,,,,2.07,1.22,1.22,,,,,,
SL,2025/9/24,83.9,-0.16,6.18,"Vesia, Alex",672695,681911,,foul,,,,,13,Geraldo Perdomo walks. Ketel Marte to 2nd.,R,R,L,AZ,LAD,S,,,2,1,2025,-0.64,0.13,-1.27,2.09,,,606466,1,8,Bot,,,,,,,-1.326502802,-122.2177764,-3.369302982,-6.153428719,22.711608199607866,-30.43079928,3.55,1.69,44,85.2,0,84.6,2382,6.6,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.93,,,,,,,,62,4,Slider,1,4,1,4,4,1,1,4,Standard,Standard,226,0,-0.077,76.2,7.5,,0.077,88,-3,-3,0.084,0.084,29,25,29,26,1,3,,,,,3.09,-0.64,0.64,,13.725498349946697,-27.43047905,37.21153018149529,20.247508774157534,39.21584895253069
SL,2025/9/24,85,1.57,5.95,"Kershaw, Clayton",606466,477132,,ball,,,,,14,Ketel Marte flies out to center fielder Tommy Edman.,R,R,L,AZ,LAD,B,,,1,1,2025,-0.52,0.39,0.07,-0.16,,,,2,9,Bot,,,,,,,-2.497484832,-123.6016371,-8.847616092,-4.944527775,22.79535815,-26.7581488,3.63,1.73,,,,85.8,2233,6.7,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.84,,,,,,,,73,3,Slider,4,4,4,4,4,4,4,4,Standard,Strategic,232,0,0.053,,,,-0.053,,0,0,0.533,0.533,37,31,37,32,1,4,,,,,2.75,-0.52,0.52,,,,,,
FF,2025/9/24,100.4,-1.76,5.76,"Henriquez, Edgardo",543510,683618,,ball,,,,,12,James McCann singles on a line drive to left fielder Andy Pages. Gabriel Moreno to 2nd.,R,R,R,AZ,LAD,B,,,1,0,2025,-0.64,1.36,1.12,2.62,,,672515,2,8,Bot,,,,,,,9.597177895701236,-145.7562511,-6.603759434,-11.46304214,34.60403671955141,-11.32739324,3.47,1.54,,,,101.2,2429,6.9,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.62,,,,,,,,66,2,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,212,0,0.048,,,,-0.048,,0,0,0.55,0.55,23,35,23,35,1,3,,,,,0.91,0.64,0.64,,,,,,
FS,2025/9/24,88.6,-2.1,6.23,"Sasaki, Roki",545121,808963,,ball,,,,,11,Ildemaro Vargas strikes out on a foul tip.,R,L,R,AZ,LAD,B,,,2,2,2025,-0.68,0.31,-2.18,2.52,,,,2,7,Bot,,,,,,,1.2481205154166881,-129.0253007,-3.73282014,-7.845678092,25.88884017155218,-28.12142128,3.36,1.57,,,,90.4,872,7.3,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.25,,,,,,,,54,5,Split-Finger,1,3,1,3,3,1,1,3,Strategic,Standard,284,0,0.105,,,,-0.105,,-2,-2,0.145,0.145,23,33,24,34,1,2,,,,,2.58,0.68,-0.68,,,,,,
FF,2025/9/24,95,2.05,6.59,"Snell, Blake",682998,605483,,foul,,,,,6,Corbin Carroll walks.,R,L,L,AZ,LAD,S,,,1,0,2025,0.26,1.44,0.43,2.66,606466,,,1,1,Bot,,,,,,,-4.878219798,-138.099018,-7.927971961,4.345580921403009,30.18789833741185,-12.13282339,3.22,1.54,216,71.9,57,96,2418,6.9,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.6,,,,,,,,7,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Strategic,Standard,160,0,-0.048,72.3,6.9,,0.048,88,-1,-1,0.492,0.492,32,24,33,25,1,0,,,,,1.08,0.26,0.26,,7.896762284972246,2.7862208665729917,28.251830190174225,33.341535817110085,29.881965233621173
SL,2025/9/24,83.5,-1.63,5.91,"Henriquez, Edgardo",543510,683618,,blocked_ball,,,,,14,James McCann singles on a line drive to left fielder Andy Pages. Gabriel Moreno to 2nd.,R,R,R,AZ,LAD,B,,,0,0,2025,0.73,-0.44,1.44,-0.61,,,672515,2,8,Bot,,,,,,,5.675570789878925,-121.2871942,-7.725786447,6.026059131197417,24.93663669514884,-35.09424135,3.47,1.54,,,,84.1,2562,6.9,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.63,,,,,,,,66,1,Slider,4,4,4,4,4,4,4,4,Standard,Standard,46,0,0.034,,,,-0.034,,0,0,0.55,0.55,23,35,23,35,1,3,,,,,3.73,-0.73,-0.73,,,,,,
SL,2025/9/24,89.2,1.96,6.62,"Snell, Blake",682998,605483,,ball,,,,,13,Corbin Carroll walks.,R,L,L,AZ,LAD,B,,,0,0,2025,-0.35,0.57,-0.56,1.37,606466,,,1,1,Bot,,,,,,,-5.527507272,-129.6582004,-8.163685694,-2.819163282,25.970624626041445,-24.22207269,3.22,1.54,,,,90.2,2483,6.9,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.64,,,,,,,,7,1,Slider,0,1,0,1,1,0,0,1,Strategic,Standard,182,0,0.027,,,,-0.027,,-1,-1,0.492,0.492,32,24,33,25,1,0,,,,,2.29,-0.35,-0.35,,,,,,
FF,2025/9/24,93.3,0.26,5.98,"Vesia, Alex",672695,681911,,ball,,,,,12,Geraldo Perdomo walks. Ketel Marte to 2nd.,R,R,L,AZ,LAD,B,,,1,1,2025,0.47,1.6,0.01,4.17,,,606466,1,8,Bot,,,,,,,-1.687330812,-135.7985825,-2.420289485,6.1617061920338045,31.45060065773465,-12.07561751,3.55,1.69,,,,93.3,2416,6.4,776193,666163,518692,500743,571771,605141,681624,669242,606192,54.11,,,,,,,,62,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,163,0,0.063,,,,-0.063,,-3,-3,0.084,0.084,29,25,29,26,1,3,,,,,1.03,0.47,-0.47,,,,,,
SL,2025/9/24,89,2.26,5.83,"Dreyer, Jack",664983,676263,field_out,hit_into_play,,,,,3,Jake McCarthy pops out to shortstop Mookie Betts on the infield fly rule.,R,L,L,AZ,LAD,X,6,popup,1,2,2025,0.02,0.27,0.51,2.96,606466,682998,672515,1,10,Bot,124.14,171.3,,,,,-4.368558782,-129.5814589,-1.622402627,1.0645130469023425,25.285129531281676,-28.96166844,3.45,1.67,89,87.1,72,89.8,2284,6.6,776193,687221,518692,500743,571771,605141,681624,669242,606192,53.89,0.001,0,0,1,0,0,3,80,5,Slider,4,4,4,4,4,4,4,4,Strategic,Standard,155,-0.171,-0.075,76.2,6.6,0.001,0.075,88,0,0,0.829,0.829,26,27,26,28,1,0,,,,,2.59,0.02,0.02,,4.452205552864603,-11.10713011,29.40675691564042,34.26250005,32.31374165926674
FS,2025/9/24,86.1,-1.88,6.24,"Sasaki, Roki",545121,808963,,swinging_strike,,,,,7,Ildemaro Vargas strikes out on a foul tip.,R,L,R,AZ,LAD,S,,,2,1,2025,-0.99,-0.27,-0.34,2.04,,,,2,7,Bot,,,,,,,5.752270862032062,-125.2846252,-3.182539047,-11.56348194,26.627563229557772,-34.5025702,3.36,1.57,,,,87.3,547,7.2,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.32,,,,,,,,54,4,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,286,0,-0.073,66.2,7.9,,0.073,,-2,-2,0.145,0.145,23,33,24,34,1,2,,,,,3.35,0.99,-0.99,,13.068949868231353,-25.50972376,16.210084006932224,37.44155318641642,39.859194311837186
FF,2025/9/24,89.5,1.62,5.86,"Kershaw, Clayton",606466,477132,,foul,,,,,5,Ketel Marte flies out to center fielder Tommy Edman.,R,R,L,AZ,LAD,S,,,1,0,2025,-0.08,1.2,0.25,2.36,,,,2,9,Bot,,,,,,,-3.24063096,-130.3663605,-5.251772907,-0.219305822,26.516592049643734,-17.5374228,3.63,1.73,184,78.1,62,90.4,2212,6.7,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.82,,,,,,,,73,2,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Strategic,180,0,-0.055,80.6,8.1,,0.055,88,0,0,0.533,0.533,37,31,37,32,1,4,,,,,1.63,-0.08,0.08,,-1.308360331,1.9220531757801822,33.113660478593914,35.88578631350374,31.396483127619383
FF,2025/9/24,90.6,1.64,5.82,"Kershaw, Clayton",606466,477132,,ball,,,,,13,Ketel Marte flies out to center fielder Tommy Edman.,R,R,L,AZ,LAD,B,,,0,0,2025,0.05,1.22,-0.89,0.37,,,,2,9,Bot,,,,,,,-6.452979338,-131.5686772,-10.37132901,1.8655598028202478,26.450292404008138,-15.95621439,3.63,1.73,,,,91.2,2350,6.7,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.84,,,,,,,,73,1,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Strategic,172,0,0.039,,,,-0.039,,0,0,0.533,0.533,37,31,37,32,1,4,,,,,1.55,0.05,-0.05,,,,,,
SL,2025/9/24,84.7,0.03,6.11,"Vesia, Alex",672695,681911,,called_strike,,,,,5,Geraldo Perdomo walks. Ketel Marte to 2nd.,R,R,L,AZ,LAD,S,,,1,0,2025,-0.38,0.39,-0.13,2.5,,,606466,1,8,Bot,,,,,,,0.3868477567026547,-123.499153,-2.972523437,-4.027129459,21.946935387894698,-27.79593802,3.55,1.69,,,,85.4,2396,6.4,776193,666163,518692,500743,571771,605141,681624,669242,606192,54.09,,,,,,,,62,2,Slider,1,4,1,4,4,1,1,4,Standard,Standard,211,0,-0.055,,,,0.055,,-3,-3,0.084,0.084,29,25,29,26,1,3,,,,,2.75,-0.38,0.38,,,,,,
FF,2025/9/24,93.5,1.19,5.89,"Dreyer, Jack",664983,676263,,ball,,,,,12,Jake McCarthy pops out to shortstop Mookie Betts on the infield fly rule.,R,L,L,AZ,LAD,B,,,0,2,2025,0.85,1.74,1.33,5.08,606466,682998,672515,1,10,Bot,,,,,,,-1.521317709,-136.1165827,-0.170737806,10.882757121028085,31.08752107167628,-10.7827895,3.45,1.67,,,,93.9,2416,6.6,776193,687221,518692,500743,571771,605141,681624,669242,606192,53.92,,,,,,,,80,4,4-Seam Fastball,4,4,4,4,4,4,4,4,Strategic,Standard,151,0,0.024,,,,-0.024,,0,0,0.829,0.829,26,27,26,28,1,0,,,,,0.87,0.85,0.85,,,,,,
SL,2025/9/24,81.9,-1.47,6.07,"Henriquez, Edgardo",680728,683618,sac_fly,hit_into_play,,,,,2,Adrian Del Castillo out on a sacrifice fly to center fielder Tommy Edman. Corbin Carroll scores.,R,L,R,AZ,LAD,X,8,fly_ball,1,2,2025,1.04,-0.71,-0.11,3.23,682998,,672515,1,8,Bot,116.84,44.36,,,,,1.0567076062913927,-119.3067481,1.5448384622336477,9.701816951943446,23.41842422173582,-39.48347334,3.43,1.6,382,99.9,23,82.6,2560,6.8,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.74,0.46,0.66,0,1,0,0,5,65,4,Slider,3,4,3,4,4,4,4,4,Standard,Standard,51,0.071,-0.05,68,6.5,1.128,0.05,99.9,-1,-1,0.479,0.479,23,25,23,26,1,0,,,,,4.11,-1.04,1.04,,8.638439166246084,3.6048355898943334,22.220706167098804,40.61785461100502,32.65885211539192
