pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2025/9/24,82.2,-1.56,6.15,"Henriquez, Edgardo",672515,683618,,called_strike,,,,,6,Gabriel Moreno singles on a ground ball to catcher Ben Rortvedt. Geraldo Perdomo scores. Corbin Carroll to 3rd.,R,R,R,AZ,LAD,S,,,1,1,2025,0.73,-0.54,0.76,2.13,672695,682998,,1,8,Bot,,,,,,,3.8693554628140308,-119.6094597,-1.507436947,6.140667249731549,24.65442518925639,-37.21047317,3.32,1.52,,,,82.6,2697,6.7,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.79,,,,,,,,64,3,Slider,2,4,2,4,4,2,2,4,Standard,Standard,47,0,-0.095,,,,0.095,,-2,-2,0.332,0.332,23,25,23,25,1,3,,,,,3.93,-0.73,-0.73,,,,,,
SL,2025/9/24,84.8,0.06,6.21,"Vesia, Alex",691783,681911,,swinging_strike,,,,,7,Jordan Lawlar lines out to left fielder Andy Pages.,R,R,L,AZ,LAD,S,,,1,1,2025,-0.75,0.53,-0.36,1.73,,,,0,8,Bot,,,,,,,0.5250582260463914,-123.457177,-5.22661147,-7.825644776,23.023133621451485,-25.99601469,3.39,1.59,,,,85.2,2441,6.4,776193,666163,518692,500743,571771,605141,681624,669242,606192,54.09,,,,,,,,60,3,Slider,1,4,1,4,4,1,1,4,Standard,Standard,207,0,-0.061,71.7,8.1,,0.061,,-3,-3,0.079,0.079,29,22,29,23,1,0,,,,,2.62,-0.75,0.75,,26.24655624264181,-22.09928372,36.99240967529896,34.18737361127579,44.17780846881086
CU,2025/9/24,72.3,1.22,6.25,"Kershaw, Clayton",545121,477132,,ball,,,,,12,"Ildemaro Vargas grounds out, shortstop Mookie Betts to first baseman Freddie Freeman.",R,R,L,AZ,LAD,B,,,0,2,2025,-0.23,-0.84,1.61,4.71,,,,0,9,Bot,,,,,,,1.176352978150934,-105.1015334,5.766794236774923,-1.933037177,16.65521536354883,-39.55929139,3.36,1.57,,,,72.5,1848,6.4,776193,666163,518692,500743,571771,605141,681624,669242,606192,54.14,,,,,,,,71,3,Curveball,4,4,4,4,4,4,4,4,Standard,Standard,330,0,0.025,,,,-0.025,,0,0,0.634,0.634,37,33,37,34,1,3,,,,,5.19,-0.23,0.23,,,,,,
SL,2025/9/24,87.2,2.41,5.38,"Wrobleski, Justin",694374,680736,,ball,,,,,12,Tim Tawa strikes out on a foul tip.,R,R,L,AZ,LAD,B,,,0,2,2025,-0.25,-0.21,1.43,2.65,,543510,,0,11,Bot,,,,,,,-1.822438601,-127.0405123,0.009632723,-2.303213708,25.64738686157195,-34.69225232,3.36,1.61,,,,86.2,2611,5.5,776193,687221,518692,500743,571771,605141,669743,681624,606192,54.96,,,,,,,,86,3,Slider,4,5,4,5,5,4,4,5,Standard,Standard,287,0,0.018,,,,-0.018,,-1,-1,0.438,0.438,24,26,25,26,1,4,,,,,3.2,-0.25,0.25,,,,,,
FF,2025/9/24,92.5,1.13,5.93,"Dreyer, Jack",672695,676263,,ball,,,,,11,"Geraldo Perdomo out on a sacrifice bunt, catcher Dalton Rushing to second baseman Miguel Rojas. Ketel Marte to 3rd.",R,R,L,AZ,LAD,B,,,1,1,2025,0.56,1.71,-0.2,4.76,,606466,,0,10,Bot,,,,,,,-4.646027864,-134.7310268,-0.906090877,7.824084749104679,29.743649553939484,-11.38180525,3.55,1.69,,,,93.1,2345,6.6,776193,687221,518692,500743,571771,605141,681624,669242,606192,53.89,,,,,,,,77,3,4-Seam Fastball,4,4,4,4,4,4,4,4,Strategic,Standard,156,0,0.046,,,,-0.046,,0,0,0.807,0.807,26,25,26,26,1,4,,,,,0.95,0.56,-0.56,,,,,,
FF,2025/9/24,94.5,1.92,6.65,"Snell, Blake",606466,605483,,foul,,,,,3,Ketel Marte doubles (27) on a sharp line drive to center fielder Tommy Edman.,R,R,L,AZ,LAD,S,,,1,1,2025,0.31,1.6,0.42,3.22,,,,0,1,Bot,,,,,,,-4.654000867,-137.4646714,-6.851125637,4.972502074043489,31.470157634199232,-10.5720627,3.63,1.73,212,66.6,38,95.2,2510,6.8,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.71,,,,,,,,5,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,161,0,-0.061,77.6,7,,0.061,88,-1,-1,0.442,0.442,32,31,33,32,1,0,,,,,0.96,0.31,-0.31,,-4.653508475,17.995113475005688,26.89727019079595,36.62682134991209,24.159531574221106
ST,2025/9/24,83.7,-2.99,6.28,"Treinen, Blake",543510,595014,,swinging_strike,,,,,14,James McCann flies out to right fielder Teoscar Hern?ndez.,R,R,R,AZ,LAD,S,,,0,1,2025,1.1,0.08,0.87,2.46,606466,682998,672515,2,10,Bot,,,,,,,6.604613800069292,-121.7681021,-2.527000625,9.599019050881111,24.75986858216834,-31.09191992,3.47,1.54,,,,82.3,2788,5.4,776193,687221,518692,500743,571771,605141,681624,669242,606192,55.07,,,,,,,,81,2,Sweeper,4,4,4,4,4,4,4,4,Standard,Standard,56,0,-0.05,69.9,8.2,,0.05,,0,0,0.658,0.658,37,35,37,35,1,4,,,,,3.19,-1.1,-1.1,,29.251046203686723,-31.66065097,33.52110791860201,42.81030312271312,57.022481067897395
SL,2025/9/24,83.4,0.16,6.18,"Vesia, Alex",691783,681911,,swinging_strike,,,,,4,Jordan Lawlar lines out to left fielder Andy Pages.,R,R,L,AZ,LAD,S,,,1,0,2025,-0.74,0.49,-0.73,2.22,,,,0,8,Bot,,,,,,,-0.577349402,-121.4939485,-3.687297534,-7.282993158,22.25674227706152,-26.86701071,3.39,1.59,,,,83.9,2325,6.4,776193,666163,518692,500743,571771,605141,681624,669242,606192,54.08,,,,,,,,60,2,Slider,1,4,1,4,4,1,1,4,Standard,Standard,214,0,-0.05,67.1,8.5,,0.05,,-3,-3,0.079,0.079,29,22,29,23,1,0,,,,,2.77,-0.74,0.74,,31.538931909022498,-52.94145029,32.87427278457385,29.785591448007395,57.08590671299715
SL,2025/9/24,88.9,2.49,5.3,"Wrobleski, Justin",694374,680736,,missed_bunt,,,,,13,Tim Tawa strikes out on a foul tip.,R,R,L,AZ,LAD,S,,,0,1,2025,-0.08,-0.15,-0.34,1.29,,543510,,0,11,Bot,,,,,,,-6.657849906,-129.2458983,-3.401511328,0.5768055591368781,27.925760292206405,-33.30873721,3.36,1.61,,,,87.5,2533,5.5,776193,687221,518692,500743,571771,605141,669743,681624,606192,54.98,,,,,,,,86,2,Slider,4,5,4,5,5,4,4,5,Strategic,Standard,295,0,-0.069,12.7,1.6,,0.069,,-1,-1,0.438,0.438,24,26,25,26,1,4,,,,,3.05,-0.08,0.08,,-36.4868394,-18.63003506,55.75851666040268,31.52190369465375,22.28327824433945
SL,2025/9/24,85.4,1.62,5.96,"Kershaw, Clayton",545121,477132,,foul,,,,,8,"Ildemaro Vargas grounds out, shortstop Mookie Betts to first baseman Freddie Freeman.",R,R,L,AZ,LAD,S,,,0,1,2025,-0.41,0.53,-0.24,1.97,,,,0,9,Bot,,,,,,,-3.548082357,-124.273178,-4.16133723,-3.56427752,25.266747644803946,-26.09463201,3.36,1.57,,,,85.7,2338,6.5,776193,666163,518692,500743,571771,605141,681624,669242,606192,54.02,,,,,,,,71,2,Slider,4,4,4,4,4,4,4,4,Standard,Standard,228,0,-0.055,72.4,8,,0.055,,0,0,0.634,0.634,37,33,37,34,1,3,,,,,2.6,-0.41,0.41,,13.922888758984977,-15.68235118,28.77344778683351,31.79777671599437,36.69965708228599
FF,2025/9/24,94.4,1.92,6.64,"Snell, Blake",606466,605483,,called_strike,,,,,6,Ketel Marte doubles (27) on a sharp line drive to center fielder Tommy Edman.,R,R,L,AZ,LAD,S,,,1,0,2025,0.38,1.61,0.52,2.85,,,,0,1,Bot,,,,,,,-4.540125129,-137.2605726,-7.814492456,5.851089278864959,30.857700323902048,-10.27626373,3.63,1.73,,,,95.1,2471,6.8,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.74,,,,,,,,5,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,157,0,-0.05,,,,0.05,,-1,-1,0.442,0.442,32,31,33,32,1,0,,,,,0.95,0.38,-0.38,,,,,,
SL,2025/9/24,86.3,1.37,5.84,"Dreyer, Jack",672695,676263,,ball,,,,,12,"Geraldo Perdomo out on a sacrifice bunt, catcher Dalton Rushing to second baseman Miguel Rojas. Ketel Marte to 3rd.",R,R,L,AZ,LAD,B,,,0,1,2025,-0.29,0.14,0.4,4.05,,606466,,0,10,Bot,,,,,,,-1.735846583,-125.783831,1.6112419754762337,-2.750287411,22.64556800153638,-31.13512209,3.55,1.69,,,,87.3,2340,6.5,776193,687221,518692,500743,571771,605141,681624,669242,606192,53.95,,,,,,,,77,2,Slider,4,4,4,4,4,4,4,4,Strategic,Standard,203,0,0.026,,,,-0.026,,0,0,0.807,0.807,26,25,26,26,1,4,,,,,2.88,-0.29,0.29,,,,,,
FS,2025/9/24,87.3,-2.03,6.13,"Sasaki, Roki",543510,808963,field_out,hit_into_play,,,,,4,"James McCann grounds out, third baseman Max Muncy to first baseman Freddie Freeman.",R,R,R,AZ,LAD,X,5,ground_ball,0,1,2025,0.05,-0.07,-0.35,2.29,,,,0,7,Bot,78.94,154.86,,,,,4.0026440263302145,-127.1326382,-2.973995251,-0.326211491,27.04134047666644,-32.5126274,3.47,1.54,7,98.1,-20,88.7,782,7.2,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.29,0.126,0.098,0,1,0,0,2,52,2,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,307,-0.038,-0.221,75.2,7,0.126,0.221,98.1,-2,-2,0.209,0.209,23,35,24,35,1,2,,,,,3.06,-0.05,-0.05,,7.592254490180033,-7.001394535,32.668003156551435,31.769122577775562,41.97895932001677
SL,2025/9/24,80.5,-1.71,6.14,"Henriquez, Edgardo",672515,683618,,called_strike,,,,,2,Gabriel Moreno singles on a ground ball to catcher Ben Rortvedt. Geraldo Perdomo scores. Corbin Carroll to 3rd.,R,R,R,AZ,LAD,S,,,1,0,2025,0.87,-0.45,0.26,2.83,672695,682998,,1,8,Bot,,,,,,,2.7249305792340284,-117.2731536,0.20815110351587696,7.486385445586252,23.589872544373662,-36.57778855,3.32,1.52,,,,80.9,2695,6.6,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.87,,,,,,,,64,2,Slider,2,4,2,4,4,2,2,4,Standard,Standard,53,0,-0.063,,,,0.063,,-2,-2,0.332,0.332,23,25,23,25,1,3,,,,,3.98,-0.87,-0.87,,,,,,
FF,2025/9/24,99.1,-2.12,6.16,"Sasaki, Roki",543510,808963,,called_strike,,,,,9,"James McCann grounds out, third baseman Max Muncy to first baseman Freddie Freeman.",R,R,R,AZ,LAD,S,,,0,0,2025,-0.8,1.17,0.5,1.44,,,,0,7,Bot,,,,,,,9.151232447148962,-143.7248322,-10.253838,-13.28872535,35.11159056817472,-13.70161193,3.47,1.54,,,,100.1,2097,7.2,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.33,,,,,,,,52,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,224,0,-0.04,,,,0.04,,-2,-2,0.209,0.209,23,35,24,35,1,2,,,,,1.18,0.8,0.8,,,,,,
FF,2025/9/24,100.2,-1.88,5.89,"Henriquez, Edgardo",672515,683618,,ball,,,,,2,Gabriel Moreno singles on a ground ball to catcher Ben Rortvedt. Geraldo Perdomo scores. Corbin Carroll to 3rd.,R,R,R,AZ,LAD,B,,,0,0,2025,-0.86,1.38,0.26,3.39,672695,682998,,1,8,Bot,,,,,,,8.019669113634539,-145.5070365,-4.748365012,-14.26645252,37.912766233397456,-11.71344556,3.32,1.52,,,,100.3,2592,6.7,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.78,,,,,,,,64,1,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,211,0,0.031,,,,-0.031,,-2,-2,0.332,0.332,23,25,23,25,1,3,,,,,0.92,0.86,0.86,,,,,,
FF,2025/9/24,91.2,0.21,5.99,"Vesia, Alex",691783,681911,,ball,,,,,13,Jordan Lawlar lines out to left fielder Andy Pages.,R,R,L,AZ,LAD,B,,,0,0,2025,0.43,1.71,-1.16,2.09,,,,0,8,Bot,,,,,,,-4.365139226,-132.5820926,-7.557893735,6.068249245851928,28.85006125372727,-10.60311073,3.39,1.59,,,,90.9,2473,6.2,776193,666163,518692,500743,571771,605141,681624,669242,606192,54.3,,,,,,,,60,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,165,0,0.042,,,,-0.042,,-3,-3,0.079,0.079,29,22,29,23,1,0,,,,,1.04,0.43,-0.43,,,,,,
FF,2025/9/24,94.5,2.03,6.65,"Snell, Blake",606466,605483,,ball,,,,,14,Ketel Marte doubles (27) on a sharp line drive to center fielder Tommy Edman.,R,R,L,AZ,LAD,B,,,0,0,2025,0.46,1.53,1.25,2.28,,,,0,1,Bot,,,,,,,-3.106950234,-137.3148455,-9.144410582,6.527480444960562,30.115673914346676,-11.01631228,3.63,1.73,,,,95.2,2437,6.8,776193,666163,518692,500743,571970,605141,681624,669242,606192,53.74,,,,,,,,5,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,161,0,0.042,,,,-0.042,,-1,-1,0.442,0.442,32,31,33,32,1,0,,,,,1.03,0.46,-0.46,,,,,,
ST,2025/9/24,83.6,-2.99,6.34,"Treinen, Blake",543510,595014,,called_strike,,,,,5,James McCann flies out to right fielder Teoscar Hern?ndez.,R,R,R,AZ,LAD,S,,,0,0,2025,0.85,0.09,0.13,2.36,606466,682998,672515,2,10,Bot,,,,,,,5.446329757895951,-121.6573036,-2.901960548,7.343554190223225,23.861105563097915,-30.95734171,3.47,1.54,,,,82.5,2678,5.6,776193,687221,518692,500743,571771,605141,681624,669242,606192,54.95,,,,,,,,81,1,Sweeper,4,4,4,4,4,4,4,4,Standard,Standard,48,0,-0.038,,,,0.038,,0,0,0.658,0.658,37,35,37,35,1,4,,,,,3.17,-0.85,-0.85,,,,,,
SL,2025/9/24,88.7,2.33,5.3,"Wrobleski, Justin",694374,680736,,called_strike,,,,,3,Tim Tawa strikes out on a foul tip.,R,R,L,AZ,LAD,S,,,0,0,2025,-0.23,0.29,0.39,3.4,,543510,,0,11,Bot,,,,,,,-4.197177434,-129.2305231,0.7268099187124775,-1.724906204,25.970082541870948,-29.22835653,3.36,1.61,,,,87.7,2347,5.5,776193,687221,518692,500743,571771,605141,669743,681624,606192,54.98,,,,,,,,86,1,Slider,4,5,4,5,5,4,4,5,Standard,Standard,241,0,-0.043,,,,0.043,,-1,-1,0.438,0.438,24,26,25,26,1,4,,,,,2.59,-0.23,0.23,,,,,,
SL,2025/9/24,87.3,1.37,5.97,"Dreyer, Jack",672695,676263,,foul_bunt,,,,,7,"Geraldo Perdomo out on a sacrifice bunt, catcher Dalton Rushing to second baseman Miguel Rojas. Ketel Marte to 3rd.",R,R,L,AZ,LAD,S,,,0,0,2025,-0.26,0.2,-0.81,1.71,,606466,,0,10,Bot,,,,,,,-4.740952146,-127.0791299,-4.550646907,-1.811669651,25.88825591556174,-29.24596283,3.55,1.69,,,,87.8,2362,6.6,776193,687221,518692,500743,571771,605141,681624,669242,606192,53.93,,,,,,,,77,1,Slider,4,4,4,4,4,4,4,4,Standard,Standard,156,0,-0.043,9,1.8,,0.043,,0,0,0.807,0.807,26,25,26,26,1,4,,,,,2.78,-0.26,0.26,,-45.22644945,-153.7992255,75.19033556,24.025662849967862,21.858050011425597
FF,2025/9/24,90.7,1.64,5.97,"Kershaw, Clayton",545121,477132,,called_strike,,,,,8,"Ildemaro Vargas grounds out, shortstop Mookie Betts to first baseman Freddie Freeman.",R,R,L,AZ,LAD,S,,,0,0,2025,-0.1,1.32,-0.08,1.73,,,,0,9,Bot,,,,,,,-4.13168014,-131.8929893,-7.545503296,-0.313115521,27.900011197895225,-15.36400922,3.36,1.57,,,,91.4,2139,6.7,776193,666163,518692,500743,571771,605141,681624,669242,606192,53.76,,,,,,,,71,1,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,173,0,-0.04,,,,0.04,,0,0,0.634,0.634,37,33,37,34,1,3,,,,,1.45,-0.1,0.1,,,,,,
SL,2025/9/23,89.8,-1.83,6.03,"Ohtani, Shohei",672515,660271,field_out,hit_into_play,,,,,5,Gabriel Moreno lines out to center fielder Andy Pages.,R,R,R,AZ,LAD,X,8,line_drive,2,2,2025,0.09,0.31,0.02,2.53,,606466,682998,2,6,Bot,126.68,89.65,,,,,4.430001366,-130.8457314,-3.403178936,0.20056396145068323,25.264959293758036,-28.16429412,3.32,1.52,315,93.9,17,90.8,2439,6.6,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.87,0.614,0.583,0,1,0,0,4,46,6,Slider,0,3,0,3,3,0,0,3,Standard,Standard,107,-0.049,-0.206,70.1,6.9,0.776,0.206,93.9,-3,-3,0.147,0.147,30,25,31,25,3,2,7,2,,,2.49,-0.09,-0.09,43.7,4.660051378214762,1.2113058936524728,29.26326627689413,35.25934265018873,37.18871888057373
FF,2025/9/23,99.8,-2.15,5.64,"Ohtani, Shohei",672515,660271,,foul,,,,,4,Gabriel Moreno lines out to center fielder Andy Pages.,R,R,R,AZ,LAD,S,,,2,2,2025,0.01,1.14,-0.34,2.75,,606466,682998,2,6,Bot,,,,,,,4.995068648884918,-145.1853662,-5.313240061,-1.052592307,34.39623040246448,-14.94888223,3.32,1.52,190,79,17,100.7,2420,6.8,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.69,,,,,,,,46,5,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,208,0,0,70,5.7,,0,88,-3,-3,0.147,0.147,30,25,31,25,3,2,7,2,,,1.15,-0.01,-0.01,36.1,-11.2147964,28.332157735051616,35.99609465645121,32.22663812,22.566258557797674
ST,2025/9/23,85.7,-2.36,5.49,"Ohtani, Shohei",672515,660271,,foul,,,,,9,Gabriel Moreno lines out to center fielder Andy Pages.,R,R,R,AZ,LAD,S,,,2,1,2025,1.37,0.4,0.41,1.5,,606466,682998,2,6,Bot,,,,,,,3.814838577140843,-124.8405084,-4.044632333,13.593842087065008,24.44155034433375,-27.43022341,3.32,1.52,166,67.5,61,86.7,2560,6.8,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.67,,,,,,,,46,4,Sweeper,0,3,0,3,3,0,0,3,Standard,Standard,67,0,-0.081,63.4,7.8,,0.081,88,-3,-3,0.147,0.147,30,25,31,25,3,2,7,2,,,2.69,-1.37,-1.37,34.2,12.559142735598343,-7.024276635,35.58041298486745,39.20068286755895,44.81279664463903
FF,2025/9/23,98.6,-2.19,5.6,"Ohtani, Shohei",672515,660271,,called_strike,,,,,9,Gabriel Moreno lines out to center fielder Andy Pages.,R,R,R,AZ,LAD,S,,,2,0,2025,-0.33,1.21,0.29,1.92,,606466,682998,2,6,Bot,,,,,,,7.577189999869208,-143.2803965,-7.455914322,-6.128821336,30.56660587760769,-14.02325879,3.32,1.51,,,,99.8,2519,6.9,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.63,,,,,,,,46,3,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,209,0,-0.057,,,,0.057,,-3,-3,0.147,0.147,30,25,31,25,3,2,7,2,,,1.13,0.33,0.33,36.3,,,,,
FF,2025/9/23,98.7,-2.03,5.71,"Ohtani, Shohei",672515,660271,,ball,,,,,12,Gabriel Moreno lines out to center fielder Andy Pages.,R,R,R,AZ,LAD,B,,,1,0,2025,-0.08,1.07,1.59,2.51,,606466,682998,2,6,Bot,,,,,,,10.146775795362569,-143.3367983,-5.800732262,-3.362530798,31.161258912329725,-16.2738784,3.24,1.48,,,,99.9,2551,6.9,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.58,,,,,,,,46,2,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,203,0,0.033,,,,-0.033,,-3,-3,0.147,0.147,30,25,31,25,3,2,7,2,,,1.27,0.08,0.08,37.9,,,,,
ST,2025/9/23,85.4,-2.34,5.52,"Ohtani, Shohei",672515,660271,,ball,,,,,14,Gabriel Moreno lines out to center fielder Andy Pages.,R,R,R,AZ,LAD,B,,,0,0,2025,1.5,0.11,0.81,0.85,,606466,682998,2,6,Bot,,,,,,,4.430332737572541,-124.2650008,-4.945757324,14.601151260092879,25.25346816020895,-30.21981391,3.24,1.42,,,,86,2681,6.7,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.82,,,,,,,,46,1,Sweeper,0,3,0,3,3,0,0,3,Standard,Standard,58,0,0.026,,,,-0.026,,-3,-3,0.147,0.147,30,25,31,25,3,2,7,2,,,3.02,-1.5,-1.5,31.5,,,,,
CU,2025/9/23,76.4,-1.85,6.14,"Ohtani, Shohei",682998,660271,single,hit_into_play,,,,,13,Corbin Carroll singles on a fly ball to left fielder Michael Conforto. Ketel Marte to 2nd.,R,L,R,AZ,LAD,X,7,fly_ball,1,2,2025,0.83,-1.27,-0.68,1.4,,,606466,2,6,Bot,77.64,125.2,,,,,0.9532732905884338,-111.1583331,-0.537232282,6.629132827961623,23.38651574453079,-42.67696685,3.21,1.54,196,66.6,31,76.2,2576,6.5,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.98,0.957,0.87,0.9,1,1,0,4,45,5,Curveball,0,3,0,3,3,0,0,3,Strategic,Standard,32,0.025,0.437,69.9,8.3,0.999,-0.437,88,-3,-3,0.122,0.122,30,24,31,25,3,2,7,2,,,5.23,-0.83,0.83,44.2,17.706236972434745,-15.77223055,26.39601864042694,49.54432649856737,46.99065582910066
FF,2025/9/23,99.9,-2.13,5.68,"Ohtani, Shohei",682998,660271,,ball,,,,,14,Corbin Carroll singles on a fly ball to left fielder Michael Conforto. Ketel Marte to 2nd.,R,L,R,AZ,LAD,B,,,0,2,2025,-0.32,1.37,1.52,2.06,,,606466,2,6,Bot,,,,,,,10.871754767224656,-145.0151205,-7.886897226,-7.018731318,32.94145029713319,-11.04880808,3.12,1.44,,,,100.7,2536,6.8,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.71,,,,,,,,45,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Strategic,Standard,214,0,0.01,,,,-0.01,,-3,-3,0.122,0.122,30,24,31,25,3,2,7,2,,,0.92,0.32,-0.32,35.3,,,,,
SL,2025/9/23,90.4,-1.88,6.04,"Ohtani, Shohei",682998,660271,,foul,,,,,14,Corbin Carroll singles on a fly ball to left fielder Michael Conforto. Ketel Marte to 2nd.,R,L,R,AZ,LAD,S,,,0,2,2025,0.17,-0.07,0.22,0.98,,,606466,2,6,Bot,,,,,,,4.911529031803932,-131.5023349,-6.594836225,0.9739590703435865,26.06897739116925,-31.91787774,3.21,1.54,,,,91.3,2614,6.7,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.81,,,,,,,,45,3,Slider,0,3,0,3,3,0,0,3,Strategic,Standard,125,0,0,70.7,8.5,,0,,-3,-3,0.122,0.122,30,24,31,25,3,2,7,2,,,2.85,-0.17,0.17,40.9,22.495309026179278,-10.71705622,32.66722842,39.01090783,39.200914897963344
FF,2025/9/23,99.6,-2.21,5.64,"Ohtani, Shohei",682998,660271,,called_strike,,,,,12,Corbin Carroll singles on a fly ball to left fielder Michael Conforto. Ketel Marte to 2nd.,R,L,R,AZ,LAD,S,,,0,1,2025,-0.51,1.26,0.89,2.9,,,606466,2,6,Bot,,,,,,,9.756130153825886,-144.7017496,-5.148747588,-9.287862713,32.00393469224592,-13.41274431,3.25,1.58,,,,100.4,2521,6.7,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.8,,,,,,,,45,2,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,223,0,-0.056,,,,0.056,,-3,-3,0.122,0.122,30,24,31,25,3,2,7,2,,,1.04,0.51,-0.51,32.7,,,,,
FC,2025/9/23,94.1,-2.18,5.69,"Ohtani, Shohei",682998,660271,,foul,,,,,14,Corbin Carroll singles on a fly ball to left fielder Michael Conforto. Ketel Marte to 2nd.,R,L,R,AZ,LAD,S,,,0,0,2025,0.38,0.4,0.93,1.88,,,606466,2,6,Bot,,,,,,,7.2616265601971595,-136.8992784,-5.121638865,3.291537927416755,27.971591038792745,-26.26082559,3.21,1.54,3,90,-34,95,2496,6.6,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.85,,,,,,,,45,1,Cutter,0,3,0,3,3,0,0,3,Standard,Standard,170,0,-0.042,78,7.5,,0.042,90,-3,-3,0.122,0.122,30,24,31,25,3,2,7,2,,,2.16,-0.38,0.38,33,7.168781453045229,-11.18463819,33.47353814230608,30.03308186272229,35.97416778645352
FF,2025/9/23,99.3,-2.17,5.7,"Ohtani, Shohei",606466,660271,force_out,hit_into_play,,,,,14,"Ketel Marte lines into a force out, second baseman Tommy Edman to shortstop Mookie Betts. Geraldo Perdomo out at 2nd. Ketel Marte to 1st.",R,L,R,AZ,LAD,X,4,line_drive,0,0,2025,-0.22,1.28,1.04,2.55,,,672695,1,6,Bot,150.39,162.77,,,,,9.388082896058098,-144.2302471,-6.287615643,-5.101024569,31.88759583,-12.96876665,3.66,1.75,88,56.4,10,100.5,2528,6.9,776213,666163,518692,669242,571970,605141,624424,681624,606192,53.59,0.149,0.147,0,1,0,0,1,44,1,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,216,-0.033,-0.256,68.2,7,0.188,0.256,88,-3,-3,0.155,0.155,30,31,31,32,3,2,7,2,,,1.03,0.22,-0.22,35,2.7511380657575613,0.8496468341236589,39.18939543,17.778880801667196,28.76725112968613
